compra,dataAssinatura,dataFimVigencia,dataInicioVigencia,dataPublicacaoDOU,fornecedor,fundamentoLegal,id,modalidadeCompra,numero,numeroProcesso,objeto,situacaoContrato,unidadeGestora,unidadeGestoraCompras,valorFinalCompra,valorInicialCompra
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2018-12-07,2020-12-07,2018-12-07,2019-10-15,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697658554,Sem Informação,000232018,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC (FIXO-FIXO E FIXO-MÓVEL) E DE SERVIÇO MÓVEL PESSOAL -  SMP (MÓVEL-MÓVEL, MÓVEL-FIXO  E DADOS), NAS  MODALIDADES LOCAL,  LONGA DISTÂNCIA NACIONAL (LDN)  E LONGA DISTÂNCIA INTERNACIONAL (LDI) A SER EXECUTADO DE  FORMA CONTÍNUA,  CONFORME  AS ESPECIFICAÇÕES E CONDIÇÕES CONSTANTES DESTE INSTRUMENTO E SEUS ANEXOS.",Não se aplica,"{'codigo': '550005', 'nome': 'COORDENACAO GERAL DE LICITACOES E CONTRATOS.', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '55000', 'cnpj': '05526783000165', 'sigla': 'MDS', 'nome': 'Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '55000', 'sigla': 'MDS', 'nome': 'Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome'}}","{'codigo': '550005', 'nome': 'SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '55000', 'cnpj': '', 'sigla': '', 'nome': 'MINIST.DESENV.ASSIT.SOCIAL FAMI. COMBATE FOME'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",0.0,556569.2
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2019-08-31,2023-08-31,2019-08-31,,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697701626,Sem Informação,000012019,Sem informação,"Objeto: O OBJETO DO PRESENTE ACORDO É A CONTRATAÇÃO DE SERVIÇO MÓVEL PESSOAL (SMP), NA FORMA DE TELEFONIA CELULAR E ACESSO A INTERNET, COM FORNECIMENTO DE APARELHOS E ACESSÓRIOS EM FORMA DE COMODATO, PARA A DELEGACIA DA CAPITANIA DO PORTOS EM ITACURUÇÁ, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS, INCLUINDO TODOS OS CUSTOS OPERACIONAIS ADMINISTRATIVOS, MÃO DE OBRA, INSUMOS, LUCROS, ENCARGOS PREVIDENCIÁRIOS, TRABALHISTAS, TRIBUTÁRIOS, COMERCIAIS E QUAISQUER OUTROS QUE INCIDAM D",Não se aplica,"{'codigo': '781332', 'nome': 'DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '781332', 'nome': 'DELEGACIA CAP.PORTOS EST RJ EM ITACURUCÁ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",13038.36,13038.36
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2019-09-12,2022-09-12,2019-09-12,2021-01-22,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697703866,Sem Informação,000022019,Sem informação,Objeto: TELEFONIA MÓVEL,Não se aplica,"{'codigo': '795380', 'nome': 'BASE DE FUZILEIROS NAVAIS DA ILHA DAS FLORES', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '795380', 'nome': 'BASE DE FUZILEIROS NAVAIS DA ILHA DAS FLORES', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",161636.64,155160.0
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2019-12-09,2020-12-11,2019-12-11,2019-12-12,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697724858,Sem Informação,000292019,Sem informação,"Objeto: SERVIÇO MÓVEL PESSOAL - SMP PARA VOZ E DADOS, PÓS PAGO, A PARTIR DE TERMINAIS MÓVEIS, INCLUINDO A MODALIDADE DE SERVIÇOS STFC PARA LIGAÇÕES LOCAIS VC1 E DE LONGA DISTÂNCIA NACIONAL VC2/VC3 E LONGA DISTÂNCIA INTERNACIONAL, NA FOR A DE PLANO CORPORATIVO, BEM COMO A DISPONIBILIZAÇÃO DOS APARELHOS MÓVEIS EM REGIME DE CESSÃO POR COMODATO, VISANDO ATENDER AS NECESSIDADES DA CONTRATANTE , EM BRASÍLIA /DF, RIO DE JANEIRO/RJ, SÃO PAULO/SP, SÃO LUÍS/MA E TABATINGA;AM, NO QUE SE  REFERE À COMUNICAÇÃO ENTRE PONTOS FIXO",Não se aplica,"{'codigo': '115406', 'nome': 'EMPRESA BRASIL DE COMUNICACAO S.A', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '20415', 'cnpj': '09168704000142', 'sigla': 'EBC', 'nome': 'Empresa Brasil de Comunicação'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': 'PR\t', 'nome': 'Presidência da República'}}","{'codigo': '115406', 'nome': 'EMPRESA BRASIL DE COMUNICAÇÃO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '20415', 'cnpj': '', 'sigla': '', 'nome': 'EMPRESA BRASIL DE COMUNICAÇÃO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",201608.86,201608.86
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2020-06-05,2023-06-05,2020-06-05,2021-05-25,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697777210,Sem Informação,900012020,Sem informação,Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO MÓVEL PESSOAL (SMP) DA DGDNTM.,Não se aplica,"{'codigo': '720305', 'nome': 'CENTRO TECNOLOGICO DA MARINHA NO RIO DE JANEI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '720305', 'nome': 'CENTRO TECNOLÓGICO DA MARINHA NO RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",27514.8,23929.2
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2020-06-18,2024-06-17,2020-06-18,2021-11-10,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697779194,Sem Informação,000012020,Sem informação,Objeto: CONTRATAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL PESSOAL (SMP),Não se aplica,"{'codigo': '791500', 'nome': 'COMANDO DA FORCA DE SUBMARINOS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '791500', 'nome': 'COMANDO DA FORCA DE SUBMARINOS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",38045.0,28895.49
"{'numero': '000092019', 'objeto': 'Objeto: Contratação de serviço de telefonia móvel com pacote de dados 4G com 5gb (Smartphones) e pacote de dados 4G - 3GB (Modem).', 'numeroProcesso': '67050000567201918', 'contatoResponsavel': 'MARCO ANDRE LEITE FERREIRA'}",2019-04-30,2020-05-14,2019-05-15,2019-05-31,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Artigo 24 Lei 8666/93,672244256,Dispensa de Licitação,32019,Sem informação,Objeto: Prestação de serviços de telefonia e   internet móvel digital (smp) pós pago.,Publicado,"{'codigo': '160287', 'nome': 'BIBLIOTECA DO EXERCITO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160287', 'nome': 'BIBLIOTECA DO EXERCITO-RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",7819.2,7819.2
"{'numero': '000232019', 'objeto': 'Objeto: Pregão Eletrônico -  Prestação de serviço móvel pessoal', 'numeroProcesso': '23117041860201829', 'contatoResponsavel': 'VALDER STEFFEN JUNIOR'}",2019-07-01,2025-01-01,2019-07-01,2019-07-04,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 10.520/02 E 8.666/93,672247840,Pregão,000152019,Sem informação,"Objeto: CONTRATAÇÃO DE SERVIÇO MÓVEL PESSOAL (SMP), COM O FORNECIMENTO DE 50 (CINQUENTA) LINHAS NO PLANO CORPORATIVO, NA TECNOLOGIA DE FREQUÊNCIA GSM, COM LIGAÇÕES ILIMITADAS PARA QUALQUER OPERADORA, HABILITADOS EM APARELHOS FORNECIDOS PELA UNIVERSIDADE FEDERAL DE UBERLÂNDIA.",Não se aplica,"{'codigo': '154043', 'nome': 'FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26274', 'cnpj': '25648387000118', 'sigla': 'FUFU', 'nome': 'Fundação Universidade Federal de Uberlândia'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '154043', 'nome': 'FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26274', 'cnpj': '', 'sigla': '', 'nome': 'FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",4992.0,7998.0
"{'numero': '000112021', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de empresa prestadora de serviço continuado de Serviço Telefônico Fixo Comutado (STFC), na modalidade Local e Longa Distância Nacional; com aquisição e instalação de 01 (um) Digitronco (canal E1 com 30 troncos) e 10 (dez) Linhas Diretas na Central Privada de Comutação Telefônica (CPCT) do Colégio Militar do Rio de Janeiro (CMRJ).', 'numeroProcesso': '11/SALC/CMRJ/2021', 'contatoResponsavel': 'ISAIAS MARTINS JUNIOR'}",2021-09-16,2022-09-15,2021-09-16,2021-12-10,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672311072,Pregão,000212021,Sem informação,Objeto: TELEFONIA FIXA,Não se aplica,"{'codigo': '160292', 'nome': 'COLEGIO MILITAR DO RIO DE JANEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160292', 'nome': 'COLEGIO MILITAR DO RIO DE JANEIRO/RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",25703.75,25703.75
"{'numero': '000082021', 'objeto': 'Objeto: Contratação de empresa de telecomunicação para a realização de serviço telefônico de Discagem Direta Gratuita - DDG e serviço de telefonia fixa e comutada para a Sede da Superintendência do Inmetro no Rio Grande do Sul. Obs.: a contratação é constituída de 14 itens, porém apenas os de 1 a 8 apresentam custos, os de 9 a 14 não, razão pela qual não constam aqui relacionados os últimos, já que o Comprasnet não aceita o preenchimento de valor nulo.', 'numeroProcesso': '52602000579202168', 'contatoResponsavel': 'JOEL FRANCESCHINI'}",2021-11-17,2022-11-17,2021-11-18,2021-11-18,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672316256,Dispensa de Licitação,000152021,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA DE TELECOMUNICAÇÃO PARA A REALIZAÇÃO DE SERVIÇO TELEFÔNICO DE DISCAGEM DIRETA GRATUITA - DDG E SERVIÇO DE TELEFONIA FIXA E COMUTADA PARA A SEDE DA SUPERINTENDÊNCIA DO INMETRO NO RIO GRANDE DO SUL, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO.",Não se aplica,"{'codigo': '183039', 'nome': 'SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '30203', 'cnpj': '00662270000168', 'sigla': 'INMETRO', 'nome': 'Instituto Nacional de Metrologia, Qualidade e Tecnologia'}, 'orgaoMaximo': {'codigo': '28000', 'sigla': 'MDICS', 'nome': 'Ministério do Desenvolvimento, Indústria, Comércio e Serviços'}}","{'codigo': '183039', 'nome': 'SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '30203', 'cnpj': '', 'sigla': '', 'nome': 'INST.NAC. DE METROLOGIA, NORMAL.E QUAL.IND.'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",13285.5,13285.5
"{'numero': '000112021', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de empresa prestadora de serviço continuado de Serviço Telefônico Fixo Comutado (STFC), na modalidade Local e Longa Distância Nacional; com aquisição e instalação de 01 (um) Digitronco (canal E1 com 30 troncos) e 10 (dez) Linhas Diretas na Central Privada de Comutação Telefônica (CPCT) do Colégio Militar do Rio de Janeiro (CMRJ).', 'numeroProcesso': '11/SALC/CMRJ/2021', 'contatoResponsavel': 'ISAIAS MARTINS JUNIOR'}",2022-09-10,2025-09-15,2022-09-16,2023-02-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672342752,Pregão,000092021,Sem informação,Objeto: CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO TELEFÔNICA FIXA COMODATO,Não se aplica,"{'codigo': '160292', 'nome': 'COLEGIO MILITAR DO RIO DE JANEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160292', 'nome': 'COLEGIO MILITAR DO RIO DE JANEIRO/RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",20942.4,25703.75
"{'numero': '000182022', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de Serviço de Telefonia Fixa na modalidade de Discagem Direta Gratuita - DDG com sistema de tarifação reversa, franqueada por meio da modalidade 0800, para chamadas Local e Longa Distância Nacional (LDN) de origem Fixo-Fixo e Móvel-Fixo. O objeto compreende ainda o fornecimento do serviço de assinaturas Digital SIP, tanto para recebimento quanto para realização de ligações ativas de Fixo-Fixo (Local e LDN) e Fixo-Móvel (Local e LDN).', 'numeroProcesso': '19973104866202152', 'contatoResponsavel': 'JULIANA PINHEIRO DE MELO VILAR FALCAO'}",2022-12-09,2026-12-09,2022-12-09,2022-12-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672350176,Pregão,000482022,Sem informação,"Objeto: 1.1. O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇO DE TELEFONIA FIXA NA MODALIDADE DE DISCAGEM DIRETA GRATUITA - DDG COM SISTEMA DE TARIFAÇÃO REVERSA, FRANQUEADA POR MEIO DO CÓDIGO DE ACESSO A SERVIÇOS DE UTILIDADE PÚBLICA NO FORMATO TRIDÍGITO (156) E NA MODALIDADE 0800, PARA CHAMADAS LOCAL E LONGA DISTÂNCIA NACIONAL (LDN) DE ORIGEM FIXO-FIXO E MÓVEL-FIXO COMPREENDENDO, AINDA, O FORNECIMENTO DO SERVIÇO DE ASSINATURAS DIGITAL SIP, TANTO PARA RECEBIMENTO, QUANTO PARA REALIZAÇÃO DE LIGAÇÕES ATIVA",Não se aplica,"{'codigo': '170607', 'nome': 'CENTRO DE SERVICOS COMPARTILHADOS - MGI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '00489828000155', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '46000', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos'}}","{'codigo': '170607', 'nome': 'CENTRO DE SERVIÇOS COMPARTILHADOS - MGI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '', 'sigla': '', 'nome': 'MIN.DA GEST.E DA INOVACAO EM SERVICOS PUBLICO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",499196.03,499196.03
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2020-09-18,2021-09-18,2020-09-18,2021-06-24,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697804474,Sem Informação,000502020,Sem informação,"Objeto: CONTRATAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL (SERVIÇO MÓVEL PESSOAL - SMP), PARA COMUNICAÇÃO DE VOZ E DADOS, VIA REDE MÓVEL DISPONÍVEL NACIONALMENTE COM TECNOLOGIA DIGITAL NA MODALIDADE TIPO PLANO CORPORATIVO, COM FORNECIMENTO DE SIMCARD E TERMINAIS MÓVEIS EM REGIME DE COMODATO.",Não se aplica,"{'codigo': '160173', 'nome': '31º BATALHAO DE INFANTARIA MOTORIZADO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160173', 'nome': 'MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",4476.48,4476.48
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2020-11-16,2021-11-16,2020-11-16,2020-11-17,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697823930,Sem Informação,999992020,Sem informação,Objeto: LANÇADO COM NUMERO DE CONTRATO ERRADO. O SISTEMA NÃO TEM OPÇÃO DE EXCLUIR.,Não se aplica,"{'codigo': '720305', 'nome': 'CENTRO TECNOLOGICO DA MARINHA NO RIO DE JANEI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '720305', 'nome': 'CENTRO TECNOLÓGICO DA MARINHA NO RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",0.0,0.0
"{'numero': '-3', 'objeto': '', 'numeroProcesso': '-3', 'contatoResponsavel': ''}",2020-11-16,2025-11-16,2020-11-16,2020-11-17,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,697824442,Sem Informação,800022020,Sem informação,Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO MÓVEL PESSOAL (SMP) DA CASNAV.,Não se aplica,"{'codigo': '720305', 'nome': 'CENTRO TECNOLOGICO DA MARINHA NO RIO DE JANEI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '00394502000144', 'sigla': 'CMDO MARINHA', 'nome': 'Comando da Marinha'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '720305', 'nome': 'CENTRO TECNOLÓGICO DA MARINHA NO RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52131', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA MARINHA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",1439.04,1080.0
